row_id,source,date,test_name,dtype_in,dtype_out,size,num_vcores,num_dies,partition,run_type,category,vcore_mhz,start_cycle,end_cycle,total_cycles,kernel_prolog_marker,warmup_cycles,meas_vs_warmup_ratio,file_path,parsed_at
b062caeda615666d,pldm,2026-06-08,vme_4tile_fp8_fp8_e4m3,fp8,fp8,1,,1,,unknown,vme,1200,520,3080,2560,555,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_4tile_fp8_fp8_e4m3_1.vcd,2026-06-08T05:40:24+00:00
8e910f84d3693100,pldm,2026-06-08,vme_4tile_large_bf16,,bf16,1,,1,,unknown,vme,1200,897,3407,2510,932,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_4tile_large_bf16_1.vcd,2026-06-08T05:40:24+00:00
ebc542a48d558b02,pldm,2026-06-08,vme_4tile_xpose_bf16,,bf16,1,,1,,unknown,vme,1200,948,3305,2357,983,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_4tile_xpose_bf16_1.vcd,2026-06-08T05:40:24+00:00
173a00404b195081,pldm,2026-06-08,vme_7tile_bf16,,bf16,1,,1,,unknown,vme,1200,860,4922,4061,896,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_7tile_bf16_1.vcd,2026-06-08T05:40:24+00:00
c8cc090f4c198230,pldm,2026-06-08,vme_7tile_polled_bf16,,bf16,1,,1,,unknown,vme,1200,615,4627,4012,650,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_7tile_polled_bf16_1.vcd,2026-06-08T05:40:24+00:00
b51c02243de67ee6,pldm,2026-06-08,vme_8tile_bf16,,bf16,1,,1,,unknown,vme,1200,675,5189,4514,710,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_8tile_bf16_1.vcd,2026-06-08T05:40:24+00:00
5ec64f45fb0287b3,pldm,2026-06-08,vme_8tile_chained_bf16,,bf16,1,,1,,unknown,vme,1200,699,2004,1305,752,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_8tile_chained_bf16_1.vcd,2026-06-08T05:40:24+00:00
652bef6cc0c46e4d,pldm,2026-06-08,vme_8tile_polled_bf16,,bf16,1,,1,,unknown,vme,1200,766,5274,4508,816,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_8tile_polled_bf16_1.vcd,2026-06-08T05:40:24+00:00
9efda170e03223dc,pldm,2026-06-08,vme_back2back_bf16,,bf16,1,,1,,unknown,vme,1200,900,2439,1539,934,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_back2back_bf16_1.vcd,2026-06-08T05:40:24+00:00
b013c426493bc897,pldm,2026-06-08,vme_mixed_dtype_seq_bf16,,bf16,1,,1,,unknown,vme,1200,687,2490,1803,734,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_mixed_dtype_seq_bf16_1.vcd,2026-06-08T05:40:24+00:00
3bf08b732abbeb7d,pldm,2026-06-08,vme_odd_ncd_bf16,,bf16,1,,1,,unknown,vme,1200,740,1765,1024,788,,,/home/shay.levy/traces/vcd_traces/pldm/20260608/py_asm_vme_odd_ncd_bf16_1.vcd,2026-06-08T05:40:24+00:00
9c162ed2a22963c2,sim,2026-05-23,add_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
be01c50db193ac53,sim,2026-05-23,add_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,elementwise,500,473,1399,926,537,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
47c013afe0be60c0,sim,2026-05-23,add_bf16_bf16,bf16,bf16,1024,8,1,1,measurement,elementwise,500,477,1411,934,549,1007,0.928,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
b7711c676308990f,sim,2026-05-23,add_bf16_bf16,bf16,bf16,1024,8,1,1,warmup,elementwise,500,902,1909,1007,1047,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
eb9ec7cfe9a0fe84,sim,2026-05-23,cast_down_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,cast,500,410,1319,909,474,996,0.913,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
753378605df68798,sim,2026-05-23,cast_down_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,cast,500,430,1426,996,581,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
1ceffb2b51ff5031,sim,2026-05-23,cast_mxfp8_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,cast,500,471,2495,2024,547,2138,0.947,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
32a1f752a8718993,sim,2026-05-23,cast_mxfp8_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,cast,500,491,2629,2138,681,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
7c9703193b040493,sim,2026-05-23,cast_up_fp32_fp32,fp32,fp32,1024,32,1,1,measurement,cast,500,410,1096,686,474,773,0.887,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_up_fp32_fp32_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
c79c155056959b34,sim,2026-05-23,cast_up_fp32_fp32,fp32,fp32,1024,32,1,1,warmup,cast,500,430,1203,773,581,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_cast_up_fp32_fp32_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
83b2f60c7b04e9c8,sim,2026-05-23,clamp_fp32_fp32,fp32,fp32,1024,32,1,1,measurement,elementwise,500,507,1790,1283,587,1326,0.968,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_clamp_fp32_fp32_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
46fdf15760ed36ed,sim,2026-05-23,clamp_fp32_fp32,fp32,fp32,1024,32,1,1,warmup,elementwise,500,575,1901,1326,731,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_clamp_fp32_fp32_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
35ce54d9ca4ac116,sim,2026-05-23,clamp_fp32_fp32,fp32,fp32,1024,8,1,1,measurement,elementwise,500,510,1794,1284,,1322,0.971,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_clamp_fp32_fp32_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
5c5ea4702efe1ff2,sim,2026-05-23,clamp_fp32_fp32,fp32,fp32,1024,8,1,1,warmup,elementwise,500,924,2246,1322,,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_clamp_fp32_fp32_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
0337e2765a9158d4,sim,2026-05-23,exp_fp32_fp32,fp32,fp32,1024,32,1,1,measurement,elementwise,500,410,1318,908,473,987,0.920,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_exp_fp32_fp32_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
3e70b98429020808,sim,2026-05-23,exp_fp32_fp32,fp32,fp32,1024,32,1,1,warmup,elementwise,500,430,1417,987,572,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_exp_fp32_fp32_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
593bbc738c9565c0,sim,2026-05-23,exp_fp32_fp32,fp32,fp32,1024,8,1,1,measurement,elementwise,500,411,1325,914,,1000,0.914,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_exp_fp32_fp32_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
4437d338a74a6fb9,sim,2026-05-23,exp_fp32_fp32,fp32,fp32,1024,8,1,1,warmup,elementwise,500,855,1855,1000,,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_exp_fp32_fp32_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
4fd1395cfe38a2cf,sim,2026-05-23,memcpy_fp32_local_fp32,fp32,fp32,1024,32,1,1,measurement,memory,500,410,1311,901,474,901,1.000,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_memcpy_fp32_local_fp32_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
cb9f0f4ce0a3acea,sim,2026-05-23,memcpy_fp32_local_fp32,fp32,fp32,1024,32,1,1,warmup,memory,500,408,1309,901,472,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_memcpy_fp32_local_fp32_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
90b9d437ab76eff4,sim,2026-05-23,memcpy_fp32_local_fp32,fp32,fp32,1024,8,1,1,measurement,memory,500,410,1311,901,474,988,0.912,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_memcpy_fp32_local_fp32_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
3b7f623efec43af9,sim,2026-05-23,memcpy_fp32_local_fp32,fp32,fp32,1024,8,1,1,warmup,memory,500,428,1416,988,579,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_memcpy_fp32_local_fp32_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
4fecf1f990042083,sim,2026-05-23,mul_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_mul_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
5bd639b036b7dd02,sim,2026-05-23,mul_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,elementwise,500,473,1399,926,537,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_mul_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
3fcc618b45b0f3a1,sim,2026-05-23,mul_bf16_bf16,bf16,bf16,1024,8,1,1,measurement,elementwise,500,473,1407,934,545,1012,0.923,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_mul_bf16_bf16_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
3d14b338f0a8be28,sim,2026-05-23,mul_bf16_bf16,bf16,bf16,1024,8,1,1,warmup,elementwise,500,493,1505,1012,643,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_mul_bf16_bf16_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
5a0d451f592a42f0,sim,2026-05-23,rmsnorm_bf16_bf16,bf16,bf16,8,32,1,1,measurement,normalization,500,474,6394,5920,551,6073,0.975,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_rmsnorm_bf16_bf16_8_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
cec8c6897167840e,sim,2026-05-23,rmsnorm_bf16_bf16,bf16,bf16,8,32,1,1,warmup,normalization,500,493,6566,6073,652,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_rmsnorm_bf16_bf16_8_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
67f98c2a999e76c2,sim,2026-05-23,rsqrt_fp32_fp32,fp32,fp32,1024,32,1,1,measurement,elementwise,500,410,3406,2996,475,3118,0.961,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_rsqrt_fp32_fp32_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
c166ceb73f326c2f,sim,2026-05-23,rsqrt_fp32_fp32,fp32,fp32,1024,32,1,1,warmup,elementwise,500,430,3548,3118,617,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_rsqrt_fp32_fp32_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
3854e972d7d7bc0f,sim,2026-05-23,silu_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,elementwise,500,410,8400,7990,475,8079,0.989,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_silu_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
af557d19b886b365,sim,2026-05-23,silu_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,elementwise,500,430,8509,8079,584,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_silu_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
de0a13a0c0b3b0da,sim,2026-05-23,softmax_fp32_fp32,fp32,fp32,32,32,1,1,measurement,normalization,500,410,1328,918,486,1011,0.908,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_softmax_fp32_fp32_32_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
d761490bfb8ab9be,sim,2026-05-23,softmax_fp32_fp32,fp32,fp32,32,32,1,1,warmup,normalization,500,430,1441,1011,588,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_softmax_fp32_fp32_32_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
4d4f5276fcf76af1,sim,2026-05-23,sub_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_sub_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
6c43f68c7f3b9357,sim,2026-05-23,sub_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,elementwise,500,469,1395,926,533,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_sub_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
47b4637d8925777f,sim,2026-05-23,sub_bf16_bf16,bf16,bf16,1024,8,1,1,measurement,elementwise,500,473,1407,934,545,1012,0.923,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_sub_bf16_bf16_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
fc90e9c62abe462c,sim,2026-05-23,sub_bf16_bf16,bf16,bf16,1024,8,1,1,warmup,elementwise,500,493,1505,1012,643,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_sub_bf16_bf16_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
f7bd40d3c5b56298,sim,2026-05-23,transpose_bf16_bf16,bf16,bf16,32,32,1,1,measurement,elementwise,500,410,884,474,473,561,0.845,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_transpose_bf16_bf16_32_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
c1bf8c2c1b2efcbc,sim,2026-05-23,transpose_bf16_bf16,bf16,bf16,32,32,1,1,warmup,elementwise,500,437,998,561,587,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_transpose_bf16_bf16_32_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
7904ea2f526187ab,sim,2026-05-23,transpose_bf16_bf16,bf16,bf16,32,8,1,1,measurement,elementwise,500,410,889,479,,603,0.794,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_transpose_bf16_bf16_32_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
e9c7c14271ccb69f,sim,2026-05-23,transpose_bf16_bf16,bf16,bf16,32,8,1,1,warmup,elementwise,500,437,1040,603,,,,/home/shay.levy/traces/vcd_traces/sim/20260523/vcore_r0_t0_c0_d0_v0_asm_transpose_bf16_bf16_32_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
27b98ffb8c3f8944,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,1,1,1,measurement,elementwise,500,477,1411,934,549,1007,0.928,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_1_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
b66d83df0f5c0c7e,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,1,1,1,warmup,elementwise,500,902,1909,1007,1047,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_1_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
7a753bb0f952a37e,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,16,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_16_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
f3aa615840036691,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,16,1,1,warmup,elementwise,500,473,1399,926,537,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_16_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
948693b22d13f650,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
18d545446633d4d8,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,elementwise,500,473,1399,926,537,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
100ea3934cfafd13,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,8,1,1,measurement,elementwise,500,473,1399,926,537,926,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
d6b6bc97c8ee51ad,sim,2026-06-07,add_bf16_bf16,bf16,bf16,1024,8,1,1,warmup,elementwise,500,473,1399,926,537,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_add_bf16_bf16_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
7a264168a60e189f,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,1,1,1,measurement,cast,500,410,1319,909,474,997,0.912,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_1_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
1a2c97e4f4417f68,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,1,1,1,warmup,cast,500,430,1427,997,581,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_1_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
01b6b3c66ebdcf0f,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,16,1,1,measurement,cast,500,410,1319,909,474,909,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_16_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
51ca5135b14e9c08,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,16,1,1,warmup,cast,500,408,1317,909,472,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_16_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
dae447e55ad7ee4d,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,cast,500,410,1319,909,474,909,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
b1955492bc7f79ad,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,cast,500,408,1317,909,472,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
12239c2a9b88abe9,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,8,1,1,measurement,cast,500,410,1319,909,474,909,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_8_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
1619484dd3a74a23,sim,2026-06-07,cast_down_bf16_bf16,bf16,bf16,1024,8,1,1,warmup,cast,500,408,1317,909,472,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_down_bf16_bf16_1024_num_vcores_8_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
5891d4e6b519daa6,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,1,1,1,measurement,cast,500,471,2495,2024,547,2138,0.947,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_1_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
8f5a633e71434c3a,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,1,1,1,warmup,cast,500,568,2706,2138,758,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_1_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
791c4cb06da50f35,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,16,1,1,measurement,cast,500,473,2489,2016,541,2016,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_16_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
ccae6c1c4f3635f6,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,16,1,1,warmup,cast,500,473,2489,2016,541,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_16_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
ccfed5d087496a86,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,32,1,1,measurement,cast,500,473,2489,2016,541,2016,1.000,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_32_partition_1_measurement.vcd,2026-06-07T14:37:32+00:00
bbc97e4e43951995,sim,2026-06-07,cast_mxfp8_bf16_bf16,bf16,bf16,1024,32,1,1,warmup,cast,500,473,2489,2016,541,,,/home/shay.levy/traces/vcd_traces/sim/20260607/vcore_r0_t0_c0_d0_v0_asm_cast_mxfp8_bf16_bf16_1024_num_vcores_32_partition_1_warmup.vcd,2026-06-07T14:37:32+00:00
